EmployeeNumber,Age,Age_group,Attrition,Attrition_flag,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,Salary_slab,MonthlyRate,NumCompaniesWorked,OverTime,OverTime_flag,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,Tenure_Group,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1254,59,50+,No,0,Travel_Rarely,326,Sales,3,3,Life Sciences,3,Female,48,2,2,Sales Executive,4,Single,5171,Medium,16490,5,No,0,17,3,4,0,13,10+,2,3,6,1,0,5
1255,43,40-50,No,0,Travel_Rarely,920,Research & Development,3,3,Life Sciences,3,Male,96,1,5,Research Director,4,Married,19740,High,18625,3,No,0,14,3,2,1,25,10+,2,3,8,7,0,7
1256,49,40-50,No,0,Travel_Rarely,1098,Research & Development,4,2,Medical,1,Male,85,2,5,Manager,3,Married,18711,High,12124,2,No,0,13,3,3,1,23,10+,2,4,1,0,0,0
1257,36,30-40,No,0,Travel_Frequently,469,Research & Development,3,3,Technical Degree,3,Male,46,3,1,Research Scientist,2,Married,3692,Low,9256,1,No,0,12,3,3,0,12,10+,2,2,11,10,0,7
1258,48,40-50,No,0,Travel_Rarely,969,Research & Development,2,2,Technical Degree,4,Male,76,4,1,Laboratory Technician,2,Single,2559,Low,16620,5,No,0,11,3,3,0,7,6-10,4,2,1,0,0,0
1259,27,20-30,No,0,Travel_Rarely,1167,Research & Development,4,2,Life Sciences,1,Male,76,3,1,Research Scientist,3,Divorced,2517,Low,3208,1,No,0,11,3,2,3,5,3-5,2,3,5,3,0,3
1260,29,20-30,No,0,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,3,Male,82,3,2,Healthcare Representative,4,Divorced,6623,Medium,4204,1,Yes,1,11,3,2,2,6,6-10,2,3,6,0,1,0
1263,48,40-50,No,0,Travel_Rarely,715,Research & Development,1,3,Life Sciences,4,Male,76,2,5,Research Director,4,Single,18265,High,8733,6,No,0,12,3,3,0,25,10+,3,4,1,0,0,0
1264,29,20-30,No,0,Travel_Rarely,694,Research & Development,1,3,Life Sciences,4,Female,87,2,4,Research Director,4,Divorced,16124,High,3423,3,No,0,14,3,2,2,9,6-10,2,2,7,7,1,7
1265,34,30-40,No,0,Travel_Rarely,1320,Research & Development,20,3,Technical Degree,3,Female,89,4,1,Research Scientist,3,Married,2585,Low,21643,0,No,0,17,3,4,0,2,0-2,5,2,1,0,0,0
1267,44,40-50,No,0,Travel_Rarely,1099,Sales,5,3,Marketing,2,Male,88,3,5,Manager,2,Married,18213,High,8751,7,No,0,11,3,3,1,26,10+,5,3,22,9,3,10
1268,33,30-40,No,0,Travel_Rarely,536,Sales,10,5,Marketing,4,Male,82,4,3,Sales Executive,3,Divorced,8380,Medium,21708,0,Yes,1,14,3,4,2,10,6-10,3,3,9,8,0,8
1269,19,20-30,No,0,Travel_Rarely,265,Research & Development,25,3,Life Sciences,2,Female,57,4,1,Research Scientist,4,Single,2994,Low,21221,1,Yes,1,12,3,4,0,1,0-2,2,3,1,0,0,1
1270,23,20-30,No,0,Travel_Rarely,373,Research & Development,1,2,Life Sciences,4,Male,47,3,1,Research Scientist,3,Married,1223,Low,16901,1,No,0,22,4,4,1,1,0-2,2,3,1,0,0,1
1273,25,20-30,Yes,1,Travel_Frequently,599,Sales,24,1,Life Sciences,3,Male,73,1,1,Sales Representative,4,Single,1118,Low,8040,1,Yes,1,14,3,4,0,1,0-2,4,3,1,0,1,0
1275,26,20-30,No,0,Travel_Rarely,583,Research & Development,4,2,Life Sciences,3,Male,53,3,1,Research Scientist,4,Single,2875,Low,9973,1,Yes,1,20,4,2,0,8,6-10,2,2,8,5,2,2
1277,45,40-50,Yes,1,Travel_Rarely,1449,Sales,2,3,Marketing,1,Female,94,1,5,Manager,2,Single,18824,High,2493,2,Yes,1,16,3,1,0,26,10+,2,3,24,10,1,11
1278,55,50+,No,0,Non-Travel,177,Research & Development,8,1,Medical,4,Male,37,2,4,Healthcare Representative,2,Divorced,13577,High,25592,1,Yes,1,15,3,4,1,34,10+,3,3,33,9,15,0
1279,21,20-30,Yes,1,Travel_Frequently,251,Research & Development,10,2,Life Sciences,1,Female,45,2,1,Laboratory Technician,3,Single,2625,Low,25308,1,No,0,20,4,3,0,2,0-2,2,1,2,2,2,2
1280,46,40-50,No,0,Travel_Rarely,168,Sales,4,2,Marketing,4,Female,33,2,5,Manager,2,Married,18789,High,9946,2,No,0,14,3,3,1,26,10+,2,3,11,4,0,8
1281,34,30-40,No,0,Travel_Rarely,131,Sales,2,3,Marketing,3,Female,86,3,2,Sales Executive,1,Single,4538,Low,6039,0,Yes,1,12,3,4,0,4,3-5,3,3,3,2,0,2
1282,51,50+,No,0,Travel_Frequently,237,Sales,9,3,Life Sciences,4,Male,83,3,5,Manager,2,Divorced,19847,High,19196,4,Yes,1,24,4,1,1,31,10+,5,2,29,10,11,10
1283,59,50+,No,0,Travel_Rarely,1429,Research & Development,18,4,Medical,4,Male,67,3,3,Manufacturing Director,4,Single,10512,High,20002,6,No,0,12,3,4,0,25,10+,6,2,9,7,5,4
1285,34,30-40,No,0,Travel_Frequently,135,Research & Development,19,3,Medical,3,Female,46,3,2,Laboratory Technician,2,Divorced,4444,Low,22534,4,No,0,13,3,3,2,15,10+,2,4,11,8,5,10
1286,28,20-30,No,0,Travel_Frequently,791,Research & Development,1,4,Medical,4,Male,44,3,1,Laboratory Technician,3,Single,2154,Low,6842,0,Yes,1,11,3,3,0,5,3-5,2,2,4,2,0,2
1288,44,40-50,No,0,Travel_Rarely,1199,Research & Development,4,2,Life Sciences,3,Male,92,4,5,Manager,1,Divorced,19190,High,17477,1,No,0,14,3,4,2,26,10+,4,2,25,9,14,13
1289,34,30-40,No,0,Travel_Frequently,648,Human Resources,11,3,Life Sciences,3,Male,56,2,2,Human Resources,2,Married,4490,Low,21833,4,No,0,11,3,4,2,14,10+,5,4,10,9,1,8
1291,35,30-40,No,0,Travel_Rarely,735,Research & Development,6,1,Life Sciences,3,Male,66,3,1,Research Scientist,3,Married,3506,Low,6020,0,Yes,1,14,3,4,0,4,3-5,3,3,3,2,2,2
1292,42,40-50,No,0,Travel_Rarely,603,Research & Development,7,4,Medical,2,Female,78,4,2,Research Scientist,2,Married,2372,Low,5628,6,Yes,1,16,3,4,0,18,10+,2,3,1,0,0,0
1293,43,40-50,No,0,Travel_Rarely,531,Sales,4,4,Marketing,4,Female,56,2,3,Sales Executive,4,Single,10231,High,20364,3,No,0,14,3,4,0,23,10+,3,4,21,7,15,17
1294,36,30-40,No,0,Travel_Rarely,429,Research & Development,2,4,Life Sciences,3,Female,53,3,2,Manufacturing Director,2,Single,5410,Medium,2323,9,Yes,1,11,3,4,0,18,10+,2,3,16,14,5,12
1295,44,40-50,Yes,1,Travel_Rarely,621,Research & Development,15,3,Medical,1,Female,73,3,3,Healthcare Representative,4,Married,7978,Medium,14075,1,No,0,11,3,4,1,10,6-10,2,3,10,7,0,5
1296,28,20-30,No,0,Travel_Frequently,193,Research & Development,2,3,Life Sciences,4,Male,52,2,1,Laboratory Technician,4,Married,3867,Low,14222,1,Yes,1,12,3,2,1,2,0-2,2,3,2,2,2,2
1297,51,50+,No,0,Travel_Frequently,968,Research & Development,6,2,Medical,2,Female,40,2,1,Laboratory Technician,3,Single,2838,Low,4257,0,No,0,14,3,2,0,8,6-10,6,2,7,0,7,7
1298,30,30-40,No,0,Non-Travel,879,Research & Development,9,2,Medical,3,Female,72,3,2,Manufacturing Director,3,Single,4695,Low,12858,7,Yes,1,18,3,3,0,10,6-10,3,3,8,4,1,7
1299,29,20-30,Yes,1,Travel_Rarely,806,Research & Development,7,3,Technical Degree,2,Female,39,3,1,Laboratory Technician,3,Divorced,3339,Low,17285,3,Yes,1,13,3,1,2,10,6-10,2,3,7,7,7,7
1301,28,20-30,No,0,Travel_Rarely,640,Research & Development,1,3,Technical Degree,4,Male,84,3,1,Research Scientist,1,Single,2080,Low,4732,2,No,0,11,3,2,0,5,3-5,2,2,3,2,1,2
1303,25,20-30,No,0,Travel_Rarely,266,Research & Development,1,3,Medical,4,Female,40,3,1,Research Scientist,2,Single,2096,Low,18830,1,No,0,18,3,4,0,2,0-2,3,2,2,2,2,1
1304,32,30-40,No,0,Travel_Rarely,604,Sales,8,3,Medical,3,Male,56,4,2,Sales Executive,4,Married,6209,Medium,11693,1,No,0,15,3,3,2,10,6-10,4,4,10,7,0,8
1306,45,40-50,No,0,Travel_Frequently,364,Research & Development,25,3,Medical,2,Female,83,3,5,Manager,2,Single,18061,High,13035,3,No,0,22,4,3,0,22,10+,4,3,0,0,0,0
1307,39,30-40,No,0,Travel_Rarely,412,Research & Development,13,4,Medical,3,Female,94,2,4,Manager,2,Divorced,17123,High,17334,6,Yes,1,13,3,4,2,21,10+,4,3,19,9,15,2
1308,58,50+,No,0,Travel_Rarely,848,Research & Development,23,4,Life Sciences,1,Male,88,3,1,Research Scientist,3,Divorced,2372,Low,26076,1,No,0,12,3,4,2,2,0-2,3,3,2,2,2,2
1309,32,30-40,Yes,1,Travel_Rarely,1089,Research & Development,7,2,Life Sciences,4,Male,79,3,2,Laboratory Technician,3,Married,4883,Low,22845,1,No,0,18,3,1,1,10,6-10,3,3,10,4,1,1
1310,39,30-40,Yes,1,Travel_Rarely,360,Research & Development,23,3,Medical,3,Male,93,3,1,Research Scientist,1,Single,3904,Low,22154,0,No,0,13,3,1,0,6,6-10,2,3,5,2,0,3
1311,30,30-40,No,0,Travel_Rarely,1138,Research & Development,6,3,Technical Degree,1,Female,48,2,2,Laboratory Technician,4,Married,4627,Low,23631,0,No,0,12,3,1,1,10,6-10,6,3,9,2,6,7
1312,36,30-40,No,0,Travel_Rarely,325,Research & Development,10,4,Technical Degree,4,Female,63,3,3,Healthcare Representative,3,Married,7094,Medium,5747,3,No,0,12,3,1,0,10,6-10,0,3,7,7,1,7
1314,46,40-50,No,0,Travel_Rarely,991,Human Resources,1,2,Life Sciences,4,Female,44,3,1,Human Resources,1,Single,3423,Low,22957,6,No,0,12,3,3,0,10,6-10,3,4,7,6,5,7
1315,28,20-30,No,0,Non-Travel,1476,Research & Development,1,3,Life Sciences,3,Female,55,1,2,Laboratory Technician,4,Married,6674,Medium,16392,0,No,0,11,3,1,3,10,6-10,6,3,9,8,7,5
1317,50,50+,No,0,Travel_Rarely,1322,Research & Development,28,3,Life Sciences,4,Female,43,3,4,Research Director,1,Married,16880,High,22422,4,Yes,1,11,3,2,0,25,10+,2,3,3,2,1,2
1318,40,40-50,Yes,1,Travel_Rarely,299,Sales,25,4,Marketing,4,Male,57,2,3,Sales Executive,2,Single,9094,Medium,17235,2,Yes,1,12,3,3,0,9,6-10,2,3,5,4,1,0
1319,52,50+,Yes,1,Travel_Rarely,1030,Sales,5,3,Life Sciences,2,Male,64,3,3,Sales Executive,2,Single,8446,Medium,21534,9,Yes,1,19,3,3,0,10,6-10,2,2,8,7,7,7
1321,30,30-40,No,0,Travel_Rarely,634,Research & Development,17,4,Medical,2,Female,95,3,3,Manager,1,Married,11916,High,25927,1,Yes,1,23,4,4,2,9,6-10,2,3,9,1,0,8
1322,39,30-40,No,0,Travel_Rarely,524,Research & Development,18,2,Life Sciences,1,Male,32,3,2,Manufacturing Director,3,Single,4534,Low,13352,0,No,0,11,3,1,0,9,6-10,6,3,8,7,1,7
1324,31,30-40,No,0,Non-Travel,587,Sales,2,4,Life Sciences,4,Female,57,3,3,Sales Executive,3,Divorced,9852,Medium,8935,1,Yes,1,19,3,1,1,10,6-10,5,2,10,8,9,6
1329,41,40-50,No,0,Non-Travel,256,Sales,10,2,Medical,3,Male,40,1,2,Sales Executive,2,Single,6151,Medium,22074,1,No,0,13,3,1,0,19,10+,4,3,19,2,11,9
1331,31,30-40,Yes,1,Travel_Frequently,1060,Sales,1,3,Life Sciences,4,Female,54,3,1,Sales Representative,2,Single,2302,Low,8319,1,Yes,1,11,3,1,0,3,3-5,2,4,3,2,2,2
1333,44,40-50,Yes,1,Travel_Rarely,935,Research & Development,3,3,Life Sciences,1,Male,89,3,1,Laboratory Technician,1,Married,2362,Low,14669,4,No,0,12,3,3,0,10,6-10,4,4,3,2,1,2
1334,42,40-50,No,0,Non-Travel,495,Research & Development,2,1,Life Sciences,3,Male,37,3,4,Manager,3,Married,17861,High,26582,0,Yes,1,13,3,4,0,21,10+,3,2,20,8,2,10
1336,55,50+,No,0,Travel_Rarely,282,Research & Development,2,2,Medical,4,Female,58,1,5,Manager,3,Married,19187,High,6992,4,No,0,14,3,4,1,23,10+,5,3,19,9,9,11
1338,56,50+,No,0,Travel_Rarely,206,Human Resources,8,4,Life Sciences,4,Male,99,3,5,Manager,2,Single,19717,High,4022,6,No,0,14,3,1,0,36,10+,4,3,7,3,7,7
1340,40,40-50,No,0,Non-Travel,458,Research & Development,16,2,Life Sciences,3,Male,74,3,1,Research Scientist,3,Divorced,3544,Low,8532,9,No,0,16,3,2,1,6,6-10,0,3,4,2,0,0
1344,34,30-40,No,0,Travel_Rarely,943,Research & Development,9,3,Life Sciences,4,Male,86,3,3,Healthcare Representative,4,Divorced,8500,Medium,5494,0,No,0,11,3,4,1,10,6-10,0,2,9,7,1,6
1346,40,40-50,No,0,Travel_Rarely,523,Research & Development,2,3,Life Sciences,3,Male,98,3,2,Research Scientist,4,Single,4661,Low,22455,1,No,0,13,3,3,0,9,6-10,4,3,9,8,8,8
1349,41,40-50,No,0,Travel_Frequently,1018,Sales,1,3,Marketing,3,Female,66,3,2,Sales Executive,1,Divorced,4103,Low,4297,0,No,0,17,3,4,1,10,6-10,2,3,9,3,1,7
1350,35,30-40,No,0,Travel_Frequently,482,Research & Development,4,4,Life Sciences,3,Male,87,3,2,Research Scientist,3,Single,4249,Low,2690,1,Yes,1,11,3,2,0,9,6-10,3,3,9,6,1,1
1352,51,50+,No,0,Travel_Rarely,770,Human Resources,5,3,Life Sciences,3,Male,84,3,4,Manager,2,Divorced,14026,High,17588,1,Yes,1,11,3,2,1,33,10+,2,3,33,9,0,10
1355,38,30-40,No,0,Travel_Rarely,1009,Sales,2,2,Life Sciences,2,Female,31,3,2,Sales Executive,1,Divorced,6893,Medium,19461,3,No,0,15,3,4,1,11,10+,3,3,7,7,1,7
1356,34,30-40,No,0,Travel_Rarely,507,Sales,15,2,Medical,3,Female,66,3,2,Sales Executive,1,Single,6125,Medium,23553,1,No,0,12,3,4,0,10,6-10,6,4,10,8,9,6
1358,25,20-30,No,0,Travel_Rarely,882,Research & Development,19,1,Medical,4,Male,67,3,1,Laboratory Technician,4,Married,3669,Low,9075,3,No,0,11,3,3,3,7,6-10,6,2,3,2,1,2
1360,58,50+,Yes,1,Travel_Rarely,601,Research & Development,7,4,Medical,3,Female,53,2,3,Manufacturing Director,1,Married,10008,High,12023,7,Yes,1,14,3,4,0,31,10+,0,2,10,9,5,9
1361,40,40-50,No,0,Travel_Rarely,329,Research & Development,1,4,Life Sciences,2,Male,88,3,1,Laboratory Technician,2,Married,2387,Low,6762,3,No,0,22,4,3,1,7,6-10,3,3,4,2,0,3
1362,36,30-40,No,0,Travel_Frequently,607,Sales,7,3,Marketing,1,Female,83,4,2,Sales Executive,1,Married,4639,Low,2261,2,No,0,16,3,4,1,17,10+,2,2,15,7,6,13
1363,48,40-50,No,0,Travel_Rarely,855,Research & Development,4,3,Life Sciences,4,Male,54,3,3,Manufacturing Director,4,Single,7898,Medium,18706,1,No,0,11,3,3,0,11,10+,2,3,10,9,0,8
1364,27,20-30,No,0,Travel_Rarely,1291,Sales,11,3,Medical,3,Female,98,4,1,Sales Representative,4,Married,2534,Low,6527,8,No,0,14,3,2,1,5,3-5,4,3,1,0,0,0
1367,51,50+,No,0,Travel_Rarely,1405,Research & Development,11,2,Technical Degree,4,Female,82,2,4,Manufacturing Director,2,Single,13142,High,24439,3,No,0,16,3,2,0,29,10+,1,2,5,2,0,3
1368,18,20-30,No,0,Non-Travel,1124,Research & Development,1,3,Life Sciences,4,Female,97,3,1,Laboratory Technician,4,Single,1611,Low,19305,1,No,0,15,3,3,0,0,0-2,5,4,0,0,0,0
1369,35,30-40,No,0,Travel_Rarely,817,Research & Development,1,3,Medical,4,Female,60,2,2,Laboratory Technician,4,Married,5363,Medium,10846,0,No,0,12,3,2,1,10,6-10,0,3,9,7,0,0
1371,27,20-30,No,0,Travel_Frequently,793,Sales,2,1,Life Sciences,4,Male,43,1,2,Sales Executive,4,Single,5071,Medium,20392,3,No,0,20,4,2,0,8,6-10,3,3,6,2,0,0
1372,55,50+,Yes,1,Travel_Rarely,267,Sales,13,4,Marketing,1,Male,85,4,4,Sales Executive,3,Single,13695,High,9277,6,Yes,1,17,3,3,0,24,10+,2,2,19,7,3,8
1373,56,50+,No,0,Travel_Rarely,1369,Research & Development,23,3,Life Sciences,4,Male,68,3,4,Manufacturing Director,2,Married,13402,High,18235,4,Yes,1,12,3,1,1,33,10+,0,3,19,16,15,9
1374,34,30-40,No,0,Non-Travel,999,Research & Development,26,1,Technical Degree,1,Female,92,2,1,Research Scientist,3,Divorced,2029,Low,15891,1,No,0,20,4,3,3,5,3-5,2,3,5,4,0,0
1375,40,40-50,No,0,Travel_Rarely,1202,Research & Development,2,1,Medical,2,Female,89,4,2,Healthcare Representative,3,Divorced,6377,Medium,13888,5,No,0,20,4,2,3,15,10+,0,3,12,11,11,8
1377,34,30-40,No,0,Travel_Rarely,285,Research & Development,29,3,Medical,2,Male,86,3,2,Laboratory Technician,3,Married,5429,Medium,17491,4,No,0,13,3,1,2,10,6-10,1,3,8,7,7,7
1379,31,30-40,Yes,1,Travel_Frequently,703,Sales,2,3,Life Sciences,3,Female,90,2,1,Sales Representative,4,Single,2785,Low,11882,7,No,0,14,3,3,0,3,3-5,3,4,1,0,0,0
1380,35,30-40,Yes,1,Travel_Frequently,662,Sales,18,4,Marketing,4,Female,67,3,2,Sales Executive,3,Married,4614,Low,23288,0,Yes,1,18,3,3,1,5,3-5,0,2,4,2,3,2
1382,38,30-40,No,0,Travel_Frequently,693,Research & Development,7,3,Life Sciences,4,Male,57,4,1,Research Scientist,3,Divorced,2610,Low,15748,1,No,0,11,3,4,3,4,3-5,2,3,4,2,0,3
1383,34,30-40,No,0,Travel_Rarely,404,Research & Development,2,4,Technical Degree,3,Female,98,3,2,Healthcare Representative,4,Single,6687,Medium,6163,1,No,0,11,3,4,0,14,10+,2,4,14,11,4,11
1387,28,20-30,No,0,Travel_Rarely,736,Sales,26,3,Life Sciences,3,Male,48,2,2,Sales Executive,1,Married,4724,Low,24232,1,No,0,11,3,3,1,5,3-5,0,3,5,3,0,4
1389,31,30-40,Yes,1,Travel_Rarely,330,Research & Development,22,4,Medical,4,Male,98,3,2,Manufacturing Director,3,Married,6179,Medium,21057,1,Yes,1,15,3,4,2,10,6-10,3,2,10,2,6,7
1390,39,30-40,No,0,Travel_Rarely,1498,Sales,21,4,Life Sciences,1,Male,44,2,2,Sales Executive,4,Married,6120,Medium,3567,3,Yes,1,12,3,4,2,8,6-10,2,4,5,4,1,4
1391,51,50+,No,0,Travel_Frequently,541,Sales,2,3,Marketing,2,Male,52,3,3,Sales Executive,2,Married,10596,High,15395,2,No,0,11,3,2,0,14,10+,5,3,4,2,3,2
1392,41,40-50,No,0,Travel_Frequently,1200,Research & Development,22,3,Life Sciences,4,Female,75,3,2,Research Scientist,4,Divorced,5467,Medium,13953,3,Yes,1,14,3,1,2,12,10+,4,2,6,2,3,3
1394,37,30-40,No,0,Travel_Rarely,1439,Research & Development,4,1,Life Sciences,3,Male,54,3,1,Research Scientist,3,Married,2996,Low,5182,7,Yes,1,15,3,4,0,8,6-10,2,3,6,4,1,3
1395,33,30-40,No,0,Travel_Frequently,1111,Sales,5,1,Life Sciences,2,Male,61,3,2,Sales Executive,4,Married,9998,Medium,19293,6,No,0,13,3,1,0,8,6-10,2,4,5,4,1,2
1396,32,30-40,No,0,Travel_Rarely,499,Sales,2,1,Marketing,3,Male,36,3,2,Sales Executive,2,Married,4078,Low,20497,0,Yes,1,13,3,1,3,4,3-5,3,2,3,2,1,2
1397,39,30-40,No,0,Non-Travel,1485,Research & Development,25,2,Life Sciences,3,Male,71,3,3,Healthcare Representative,3,Married,10920,High,3449,3,No,0,21,4,2,1,13,10+,2,3,6,4,0,5
1399,25,20-30,No,0,Travel_Rarely,1372,Sales,18,1,Life Sciences,1,Male,93,4,2,Sales Executive,3,Married,6232,Medium,12477,2,No,0,11,3,2,0,6,6-10,3,2,3,2,1,2
1401,52,50+,No,0,Travel_Frequently,322,Research & Development,28,2,Medical,4,Female,59,4,4,Manufacturing Director,3,Married,13247,High,9731,2,Yes,1,11,3,2,1,24,10+,3,2,5,3,0,2
1402,43,40-50,No,0,Travel_Rarely,930,Research & Development,6,3,Medical,1,Female,73,2,2,Research Scientist,3,Single,4081,Low,20003,1,Yes,1,14,3,1,0,20,10+,3,1,20,7,1,8
1403,27,20-30,No,0,Travel_Rarely,205,Sales,10,3,Marketing,4,Female,98,2,2,Sales Executive,4,Married,5769,Medium,7100,1,Yes,1,11,3,4,0,6,6-10,3,3,6,2,4,4
1405,27,20-30,Yes,1,Travel_Rarely,135,Research & Development,17,4,Life Sciences,4,Female,51,3,1,Research Scientist,3,Single,2394,Low,25681,1,Yes,1,13,3,4,0,8,6-10,2,3,8,2,7,7
1407,26,20-30,No,0,Travel_Rarely,683,Research & Development,2,1,Medical,1,Male,36,2,1,Research Scientist,4,Single,3904,Low,4050,0,No,0,12,3,4,0,5,3-5,2,3,4,3,1,1
1408,42,40-50,No,0,Travel_Rarely,1147,Human Resources,10,3,Human Resources,3,Female,31,3,4,Manager,1,Married,16799,High,16616,0,No,0,14,3,3,1,21,10+,5,3,20,7,0,9
1409,52,50+,No,0,Travel_Rarely,258,Research & Development,8,4,Other,3,Female,54,3,1,Laboratory Technician,1,Married,2950,Low,17363,9,No,0,13,3,3,0,12,10+,2,1,5,4,0,4
1411,37,30-40,No,0,Travel_Rarely,1462,Research & Development,11,3,Medical,1,Female,94,3,1,Laboratory Technician,3,Single,3629,Low,19106,4,No,0,18,3,1,0,8,6-10,6,3,3,2,0,2
1412,35,30-40,No,0,Travel_Frequently,200,Research & Development,18,2,Life Sciences,3,Male,60,3,3,Manufacturing Director,4,Single,9362,Medium,19944,2,No,0,11,3,3,0,10,6-10,2,3,2,2,2,2
1415,25,20-30,No,0,Travel_Rarely,949,Research & Development,1,3,Technical Degree,1,Male,81,3,1,Laboratory Technician,4,Married,3229,Low,4910,4,No,0,11,3,2,1,7,6-10,2,2,3,2,0,2
1417,26,20-30,No,0,Travel_Rarely,652,Research & Development,7,3,Other,3,Male,100,4,1,Laboratory Technician,1,Single,3578,Low,23577,0,No,0,12,3,4,0,8,6-10,2,3,7,7,0,7
1419,29,20-30,No,0,Travel_Rarely,332,Human Resources,17,3,Other,2,Male,51,2,3,Human Resources,1,Single,7988,Medium,9769,1,No,0,13,3,1,0,10,6-10,3,2,10,9,0,9
1420,49,40-50,Yes,1,Travel_Frequently,1475,Research & Development,28,2,Life Sciences,1,Male,97,2,2,Laboratory Technician,1,Single,4284,Low,22710,3,No,0,20,4,1,0,20,10+,2,3,4,3,1,3
1421,29,20-30,Yes,1,Travel_Frequently,337,Research & Development,14,1,Other,3,Female,84,3,3,Healthcare Representative,4,Single,7553,Medium,22930,0,Yes,1,12,3,1,0,9,6-10,1,3,8,7,7,7
1422,54,50+,No,0,Travel_Rarely,971,Research & Development,1,3,Medical,4,Female,54,3,4,Research Director,4,Single,17328,High,5652,6,No,0,19,3,4,0,29,10+,3,2,20,7,12,7
1423,58,50+,No,0,Travel_Rarely,1055,Research & Development,1,3,Medical,4,Female,76,3,5,Research Director,1,Married,19701,High,22456,3,Yes,1,21,4,3,1,32,10+,3,3,9,8,1,5
1424,55,50+,No,0,Travel_Rarely,1136,Research & Development,1,4,Medical,2,Male,81,4,4,Research Director,4,Divorced,14732,High,12414,2,No,0,13,3,4,2,31,10+,4,4,7,7,0,0
1425,36,30-40,No,0,Travel_Rarely,1174,Sales,3,4,Marketing,1,Female,99,3,2,Sales Executive,2,Single,9278,Medium,20763,3,Yes,1,16,3,4,0,15,10+,3,3,5,4,0,1
1427,31,30-40,Yes,1,Travel_Frequently,667,Sales,1,4,Life Sciences,2,Female,50,1,1,Sales Representative,3,Single,1359,Low,16154,1,No,0,12,3,2,0,1,0-2,3,3,1,0,0,0
1428,30,30-40,No,0,Travel_Rarely,855,Sales,7,4,Marketing,4,Female,73,3,2,Sales Executive,1,Divorced,4779,Low,12761,7,No,0,14,3,2,2,8,6-10,3,3,3,2,0,2
1430,31,30-40,No,0,Travel_Rarely,182,Research & Development,8,5,Life Sciences,1,Female,93,3,4,Research Director,2,Single,16422,High,8847,3,No,0,11,3,3,0,9,6-10,3,4,3,2,1,0
1431,34,30-40,No,0,Travel_Frequently,560,Research & Development,1,4,Other,4,Male,91,3,1,Research Scientist,1,Divorced,2996,Low,20284,5,No,0,14,3,3,2,10,6-10,2,3,4,3,1,3
1433,31,30-40,Yes,1,Travel_Rarely,202,Research & Development,8,3,Life Sciences,1,Female,34,2,1,Research Scientist,2,Single,1261,Low,22262,1,No,0,12,3,3,0,1,0-2,3,4,1,0,0,0
1434,27,20-30,No,0,Travel_Rarely,1377,Research & Development,11,1,Life Sciences,2,Male,91,3,1,Laboratory Technician,1,Married,2099,Low,7679,0,No,0,14,3,2,0,6,6-10,3,4,5,0,1,4
1435,36,30-40,No,0,Travel_Rarely,172,Research & Development,4,4,Life Sciences,1,Male,37,2,2,Laboratory Technician,4,Single,5810,Medium,22604,1,No,0,16,3,3,0,10,6-10,2,2,10,4,1,8
1436,36,30-40,No,0,Travel_Rarely,329,Sales,16,4,Marketing,3,Female,98,2,2,Sales Executive,1,Married,5647,Medium,13494,4,No,0,13,3,1,2,11,10+,3,2,3,2,0,2
1438,47,40-50,No,0,Travel_Rarely,465,Research & Development,1,3,Technical Degree,1,Male,74,3,1,Research Scientist,4,Married,3420,Low,10205,7,No,0,12,3,3,1,17,10+,2,2,6,5,1,2
1439,25,20-30,Yes,1,Travel_Rarely,383,Sales,9,2,Life Sciences,1,Male,68,2,1,Sales Representative,1,Married,4400,Low,15182,3,No,0,12,3,1,0,6,6-10,2,3,3,2,2,2
1440,37,30-40,No,0,Non-Travel,1413,Research & Development,5,2,Technical Degree,3,Male,84,4,1,Laboratory Technician,3,Single,3500,Low,25470,0,No,0,14,3,1,0,7,6-10,2,1,6,5,1,3
1441,56,50+,No,0,Travel_Rarely,1255,Research & Development,1,2,Life Sciences,1,Female,90,3,1,Research Scientist,1,Married,2066,Low,10494,2,No,0,22,4,4,1,5,3-5,3,4,3,2,1,0
1443,47,40-50,No,0,Travel_Rarely,359,Research & Development,2,4,Medical,1,Female,82,3,4,Research Director,3,Married,17169,High,26703,3,No,0,19,3,2,2,26,10+,2,4,20,17,5,6
1445,24,20-30,No,0,Travel_Rarely,1476,Sales,4,1,Medical,4,Female,42,3,2,Sales Executive,3,Married,4162,Low,15211,1,Yes,1,12,3,3,2,5,3-5,3,3,5,4,0,3
1446,32,30-40,No,0,Travel_Rarely,601,Sales,7,5,Marketing,4,Male,97,3,2,Sales Executive,4,Married,9204,Medium,23343,4,No,0,12,3,3,1,7,6-10,3,2,4,3,0,3
1447,34,30-40,No,0,Travel_Rarely,401,Research & Development,1,3,Life Sciences,4,Female,86,2,1,Laboratory Technician,2,Married,3294,Low,3708,5,No,0,17,3,1,1,7,6-10,2,2,5,4,0,2
